tokens	target word	tagger tag	human tag	tp/tn
. Um , and it's just time , it's really time , so . Business administrat	really	R	POSTVB	tp
this organization , but it just really depends on where we are as a o	really	R	PREVB	tp
> To be a CEO . Um , but it just really depends on- on the organizatio	really	R	PREVB	tp
e with our restructuring , that really depends on my future here at t	really	R	PREVB	tp
once . Um , because the children really make me get it . Like when I se	really	R	PREVB	tp
ectively as I should be . And I really want to . So , one thing that I '	really	R	PREVB	tp
to me , but . You know , I'm- I'm really proactive about making myself	really	R	PREJJ	tp
w up in . Uh , my grandmother is really really heavily into politics ,	really	R	PREJJ	tp
vily involved in it because he really believed in what Obama stood f	really	R	PREVB	tp
now , they're gonna do what- He really made people believe that your	really	R	PREVB	tp
y mama . So , ( laughing ) he just really energized the whole city and h	really	R	PREVB	tp
e're Redskin fever . But I just really would like to see them give us	really	R	PREVB	tp
oles , and it's ridiculous . Not really . I think with growing up in Pr	really	R	POSTVB	tp
ss . I hate to say it , but they really need to go on and let Tarboro	really	R	PREVB	tp
because I really see it happening . I mean if th	really	R	PREVB	tp
king Princeville over . There's really nothing I can- can do about it	really	R	POSTVB	tp
visiting them because there's really nothing to do here . Mm-hm . But	really	R	POSTVB	tp
ally , that's it . And you would really be shocked that people hang ou	really	R	PREVB	tp
f in two days . A lot of people really look forward to Fridays becaus	really	R	PREVB	tp
Mm-mm . I mean cause m- people really had their minds pretty much ma	really	R	PREVB	tp
nd power lines , that's when it really hit me that okay , everything i	really	R	PREVB	tp
eople . I don't know why . She's really scary , but she loves dead peop	really	R	PREJJ	tp
ng in Criminology . I think she really wants to do forensic science .	really	R	PREVB	tp
ister , her daughter and I were really close because all of us stayed	really	R	PREJJ	tp
water . So I don't understand . Really if you go in parts of East Tar	really	R	PREVB	tp
that they're doing . I haven't really been in there but once or twic	really	R	PREVB	tp
for that adults but the adults really should know better . And- they '	really	R	PREVB	tp
wn now . My first love is um- I really wanna be a wardrobe stylist fo	really	R	PREVB	tp
m . She- Yeah , she did . She was really pressed that- And was just lik	really	R	PREVB	tp
when you- when you- when it's really your time , you gotta- y- you g	really	R	POSTVB	tp
redit when credit due . Like he really talking about something . So I '	really	R	PREVB	tp
what I'm saying . I'm not gonna really release all my m- my strategie	really	R	PREVB	tp
ot of kids don't really get that , I mean now . Because	really	R	PREVB	tp
se I feel like my community is really what made me who I am . And a l	really	R	POSTVB	tp
o home , you know . And it's not really many of those around here . I m	really	R	POSTVB	tp
e a big family , and they don't really get that anymore cause it's so	really	R	PREVB	tp
s growing and they don't know- really know the meaning of community	really	R	PREVB	tp
' m like a people person , and I really really enjoy helping people , a	really	R	PREVB	tp
in when the bullet wasn't even really meant for him . And so . Yeah . A	really	R	PREVB	tp
over a new leaf now . He ain't really even into it . Which most of th	really	R	POSTVB	tp
nd so he was the only one that really got in trouble for it . But he	really	R	PREVB	tp
kind of started it aren't even really into it anymore . It's these li	really	R	POSTVB	tp
ey think it's a joke , and they really taking Princeville and turn it	really	R	PREVB	tp
like it used to be . It's- it's really not . You got those guys that g	really	R	POSTVB	tp
he stays . I- I didn't- I don't really- I didn't really know her unti	really	R	PREVB	tp
Princeville . Long Pine is not really that bad . Lakeside is terrible	really	R	PREJJ	tp
' s not even that serious . It's really not . They- < laugh > It's like-	really	R	POSTVB	tp
d then you got the people that really were- the people that were gro	really	R	PREVB	tp
was such- you know , it wasn't really a big school when I was there .	really	R	POSTVB	tp
me , you had everybody there to really help one another . And like , wh	really	R	PREVB	tp
d- cause a lot of people don't really know . And so that song pretty	really	R	PREVB	tp
e chosen . And so I mean I just really read the Bible , ideas come int	really	R	PREVB	tp
they would probably send me a really big tuition bill , Um , I wasn't	really	R	NPAM	tp
it was around that time I was really grappling with , Yeah , art thin	really	R	PREVB	tp
ence of what that- You know it really mean- Yeah . Yup . Yup . Yup . Mm-	really	R	PREVB	tp
nna like me . And I ain't gonna really care cause at that point I don	really	R	PREVB	tp
it's probably the first time I really looked at me and started to se	really	R	PREVB	tp
> , and said , hey Ms. < name > , I really wanna start this peer mediatio	really	R	PREVB	tp
one time right now , so I don't really have time for eighty one . And	really	R	PREVB	tp
t it is the most- I can't even really think of the word . It's the mo	really	R	PREVB	tp
it t- it took me until now to really see that . And what I think abo	really	R	PREVB	tp
t- Yeah . I mean , growing up , I really didn't know as much . I mean I	really	R	PREVB	tp
blame it . And you knew she was really saying the other word , but she	really	R	PREVB	tp
didn't really appreciate Princeville as much	really	R	PREVB	tp
to Princeville that do- didn't really grow up there and didn't reall	really	R	PREVB	tp
ady a dangerous guy . So when I really get that- a team that work jus	really	R	PREVB	tp
hen I be really feeling like , you ain't my com	really	R	PREVB	tp
uh , you the only artist that I really feel like is the competition w	really	R	PREVB	tp
ng something this year . It was really just focusing on it and gettin	really	R	PREVB	tp
he way . So I- my focus was not really tryna put so much attention on	really	R	PREVB	tp
them as well , so . Um , I don't really think it's a thing that's too	really	R	PREVB	tp
is real . I mean , it's- that's really what it is , from the music to	really	R	POSTVB	tp
e I'm at with it . Um , nah , not really . I tried dumbing it down , but	really	R	POSTVB	tp
Especially in this area . It's really fun . Yeah . Yeah . Yeah . Yeah . Y	really	R	PREJJ	tp
out to celebrate it . It's just really beautiful to see people in lov	really	R	PREJJ	tp
a household where they weren't really parents because they were gran	really	R	POSTVB	tp
d of- < ts > I grew up with this really kind of older world view . Uh ,	really	R	PREJJ	tp
e , that people say they didn't really know was a DC term . But th- ye	really	R	PREVB	tp
then , you know , nobody- nobody really , you know , wanted to say it , b	really	R	PREVB	tp
crew that was in the north was really just- they were around more sc	really	R	POSTVB	tp
nch of us that's like , there's really no difference . I- I m- I may h	really	R	POSTVB	tp
e , I love it here , I was like , really ? Like , man I'm trying to go to	really	R	POSTVB	tp
ff , you know it . The part that really gets me is that , okay , < ts > le	really	R	PREVB	tp
cause come on , be real , if you really wanted to keep people in your	really	R	PREVB	tp
don't think that anybody ever really took the time to- to give them	really	R	PREVB	tp
< ts > I- you know what , I don't really- I don't really think that the	really	R	PREVB	tp
d all these racial issues that really isn't- Like honestly < exhale >	really	R	PREVB	tp
om the outside coming in don't really get that . So I don't think it '	really	R	PREVB	tp
ing almost extreme for them to really mess with you . Because people	really	R	PREVB	tp
-Eleven . So it's not- it's not really black and white it's like , mor	really	R	PREJJ	tp
se , the- the caterer was like , really , really upsetting . Um , it's pr	really	R	PREJJ	tp
people that's there that don't really know , you know , what it mean .	really	R	PREVB	tp
ople in Princeville that don't really know what it is to be a reside	really	R	PREVB	tp
ve a lot of caring people that really , you know , mold and make who y	really	R	PREVB	tp
to private school , I was just really behind and I had to get a tuto	really	R	PREJJ	tp
se or anything like that , so I really truly have been blessed . Truly	really	R	PREVB	tp
to college in New York cause I really love New York City but , um , my	really	R	PREVB	tp
- if the drummer tight , he can really like , carry the show . But I me	really	R	PREVB	tp
e drums cause you can- you can really- they- you can really get off	really	R	PREVB	tp
ut tents too sometime . Mm , not really . Cause I know I- my- When I le	really	R	POSTVB	tp
the flood you know , they- they really have . But- But- ? Yeah . but- w	really	R	PREVB	tp
ion . What did I do ? Well I was really , uh , combat soldier . I w- I- I	really	R	POSTVB	tp
s- Well in Illinois . It wasn't really St. Louis . But we m- I lived i	really	R	POSTVB	tp
growing up like that , I had to really make sure that um , I had a fai	really	R	PREVB	tp
h of my own in God , and that's really one of the strong points in my	really	R	POSTVB	tp
we kind of had a gap . We don't really- we didn't really play togethe	really	R	PREVB	tp
nlight . I'm just in here . So I really feel bad for kids now having a	really	R	PREVB	tp
gate now in PG County , and she really is kind of like a Joe Clarke .	really	R	PREVB	tp
cause the school wasn't like- really struggling , and she came in an	really	R	PREVB	tp
I- I- I- my rhythm , I couldn't really keep- I couldn't keep going wi	really	R	PREVB	tp
